obsnme obsval weight obgnme
DIN_06_06_2013 1.105 4.56E-04 DIN
DIN_07_06_2013 0.004 4.56E-04 DIN
DIN_08_06_2013 9.604 4.56E-04 DIN
DIN_09_06_2013 15.931 4.56E-04 DIN
DIN_10_06_2013 5.095 4.56E-04 DIN
DIN_11_06_2013 4.277 4.56E-04 DIN
DIN_12_06_2013 4.920 4.56E-04 DIN
DIN_13_06_2013 3.453 4.56E-04 DIN
DIN_14_06_2013 7.608 4.56E-04 DIN
DIN_15_06_2013 10.953 4.56E-04 DIN
DIN_16_06_2013 0.004 4.56E-04 DIN
DIN_17_06_2013 6.027 4.56E-04 DIN
DIN_18_06_2013 8.967 4.56E-04 DIN
DIN_19_06_2013 0.004 4.56E-04 DIN
DIN_20_06_2013 5.964 4.56E-04 DIN
DIN_21_06_2013 7.008 4.56E-04 DIN
DIN_22_06_2013 3.658 4.56E-04 DIN
DIN_23_06_2013 7.876 4.56E-04 DIN
DIN_24_06_2013 0.004 4.56E-04 DIN
DIN_25_06_2013 11.139 4.56E-04 DIN
DIN_26_06_2013 11.929 4.56E-04 DIN
DIN_27_06_2013 0.004 4.56E-04 DIN
DIN_28_06_2013 0.873 4.56E-04 DIN
DIN_29_06_2013 0.004 4.56E-04 DIN
DIN_30_06_2013 0.004 4.56E-04 DIN
DIN_01_07_2013 10.515 4.56E-04 DIN
DIN_02_07_2013 3.790 4.56E-04 DIN
DIN_03_07_2013 0.040 4.56E-04 DIN
DIN_04_07_2013 0.004 4.56E-04 DIN
DIN_05_07_2013 0.004 4.56E-04 DIN
DIN_06_07_2013 3.459 4.56E-04 DIN
DIN_07_07_2013 0.004 4.56E-04 DIN
DIN_08_07_2013 0.004 4.56E-04 DIN
DIN_09_07_2013 2.841 4.56E-04 DIN
DIN_10_07_2013 0.004 4.56E-04 DIN
DIN_11_07_2013 0.004 4.56E-04 DIN
DIN_12_07_2013 0.004 4.56E-04 DIN
DIN_13_07_2013 0.004 4.56E-04 DIN
DIN_14_07_2013 0.004 4.56E-04 DIN
DIN_15_07_2013 0.004 4.56E-04 DIN
DIN_16_07_2013 3.926 4.56E-04 DIN
DIN_17_07_2013 2.706 4.56E-04 DIN
DIN_18_07_2013 4.038 4.56E-04 DIN
DIN_19_07_2013 0.004 4.56E-04 DIN
DIN_20_07_2013 2.018 4.56E-04 DIN
DIN_21_07_2013 1.390 4.56E-04 DIN
DIN_22_07_2013 1.688 4.56E-04 DIN
DIN_23_07_2013 3.610 4.56E-04 DIN
DIN_24_07_2013 0.004 4.56E-04 DIN
DIN_25_07_2013 0.004 4.56E-04 DIN
DIN_26_07_2013 0.004 4.56E-04 DIN
DIN_27_07_2013 0.575 4.56E-04 DIN
DIN_28_07_2013 1.857 4.56E-04 DIN
DIN_29_07_2013 0.004 4.56E-04 DIN
DIN_30_07_2013 7.468 4.56E-04 DIN
DIN_31_07_2013 0.004 4.56E-04 DIN
DIN_01_08_2013 10.067 4.56E-04 DIN
DIN_02_08_2013 0.004 4.56E-04 DIN
DIN_03_08_2013 0.004 4.56E-04 DIN
DIN_04_08_2013 3.642 4.56E-04 DIN
DIN_05_08_2013 10.609 4.56E-04 DIN
DIN_06_08_2013 4.359 4.56E-04 DIN
DIN_07_08_2013 0.004 4.56E-04 DIN
DIN_08_08_2013 0.004 4.56E-04 DIN
DIN_09_08_2013 0.004 4.56E-04 DIN
DIN_10_08_2013 12.882 4.56E-04 DIN
DIN_11_08_2013 3.057 4.56E-04 DIN
DIN_12_08_2013 0.004 4.56E-04 DIN
DIN_13_08_2013 2.348 4.56E-04 DIN
DIN_14_08_2013 3.624 4.56E-04 DIN
DIN_15_08_2013 0.004 4.56E-04 DIN
DIN_16_08_2013 0.004 4.56E-04 DIN
DIN_17_08_2013 0.004 4.56E-04 DIN
DIN_18_08_2013 0.370 4.56E-04 DIN
DIN_19_08_2013 9.604 4.56E-04 DIN
DIN_20_08_2013 0.004 4.56E-04 DIN
DIN_21_08_2013 10.685 4.56E-04 DIN
DIN_22_08_2013 0.004 4.56E-04 DIN
DIN_23_08_2013 0.004 4.56E-04 DIN
DIN_24_08_2013 5.799 4.56E-04 DIN
DIN_25_08_2013 5.104 4.56E-04 DIN
DIN_26_08_2013 0.004 4.56E-04 DIN
DIN_27_08_2013 0.004 4.56E-04 DIN
DIN_28_08_2013 0.004 4.56E-04 DIN
DIN_29_08_2013 1.386 4.56E-04 DIN
DIN_30_08_2013 0.004 4.56E-04 DIN
DIN_31_08_2013 2.209 4.56E-04 DIN
DIN_01_09_2013 0.004 4.56E-04 DIN
DIN_02_09_2013 0.979 4.56E-04 DIN
DIN_03_09_2013 0.004 4.56E-04 DIN
DIN_04_09_2013 0.004 4.56E-04 DIN
DIN_05_09_2013 0.004 4.56E-04 DIN
DIN_06_09_2013 1.204 4.56E-04 DIN
DIN_07_09_2013 15.909 4.56E-04 DIN
DIN_08_09_2013 0.004 4.56E-04 DIN
DIN_09_09_2013 6.118 4.56E-04 DIN
DIN_10_09_2013 4.797 4.56E-04 DIN
DIN_11_09_2013 0.004 4.56E-04 DIN
DIN_12_09_2013 0.004 4.56E-04 DIN
DIN_13_09_2013 1.622 4.56E-04 DIN
DIN_14_09_2013 0.004 4.56E-04 DIN
DIN_15_09_2013 2.187 4.56E-04 DIN
DIN_16_09_2013 0.004 4.56E-04 DIN
DIN_17_09_2013 1.794 4.56E-04 DIN
DIN_18_09_2013 0.004 4.56E-04 DIN
DIN_19_09_2013 6.687 4.56E-04 DIN
DIN_20_09_2013 0.004 4.56E-04 DIN
DIN_21_09_2013 4.584 4.56E-04 DIN
DIN_22_09_2013 0.004 4.56E-04 DIN
DIN_23_09_2013 0.004 4.56E-04 DIN
DIN_24_09_2013 0.573 4.56E-04 DIN
DIN_25_09_2013 8.710 4.56E-04 DIN
DIN_26_09_2013 2.041 4.56E-04 DIN
DIN_27_09_2013 0.964 4.56E-04 DIN
DIN_28_09_2013 0.004 4.56E-04 DIN
DIN_29_09_2013 2.864 4.56E-04 DIN
DIN_30_09_2013 7.229 4.56E-04 DIN
DIN_01_10_2013 8.942 4.56E-04 DIN
DIN_02_10_2013 4.242 4.56E-04 DIN
DIN_03_10_2013 1.967 4.56E-04 DIN
DIN_04_10_2013 0.004 4.56E-04 DIN
DIN_05_10_2013 1.179 4.56E-04 DIN
DIN_06_10_2013 0.004 4.56E-04 DIN
DIN_07_10_2013 0.004 4.56E-04 DIN
DIN_08_10_2013 0.004 4.56E-04 DIN
DIN_09_10_2013 0.004 4.56E-04 DIN
DIN_10_10_2013 2.787 4.56E-04 DIN
DIN_11_10_2013 0.004 4.56E-04 DIN
DIN_12_10_2013 9.090 4.56E-04 DIN
DIN_13_10_2013 0.004 4.56E-04 DIN
DIN_14_10_2013 1.885 4.56E-04 DIN
DIN_15_10_2013 0.004 4.56E-04 DIN
DIN_16_10_2013 12.283 4.56E-04 DIN
DIN_17_10_2013 0.004 4.56E-04 DIN
DIN_18_10_2013 1.752 4.56E-04 DIN
DIN_19_10_2013 0.004 4.56E-04 DIN
DIN_20_10_2013 3.702 4.56E-04 DIN
DIN_21_10_2013 5.571 4.56E-04 DIN
DIN_22_10_2013 4.448 4.56E-04 DIN
DIN_23_10_2013 0.004 4.56E-04 DIN
DIN_24_10_2013 3.393 4.56E-04 DIN
DIN_25_10_2013 1.665 4.56E-04 DIN
DIN_26_10_2013 0.004 4.56E-04 DIN
DIN_27_10_2013 0.004 4.56E-04 DIN
DIN_28_10_2013 4.106 4.56E-04 DIN
DIN_29_10_2013 0.004 4.56E-04 DIN
DIN_30_10_2013 0.004 4.56E-04 DIN
DIN_31_10_2013 2.340 4.56E-04 DIN
DIN_01_11_2013 3.190 4.56E-04 DIN
DIN_02_11_2013 0.004 4.56E-04 DIN
DIN_03_11_2013 0.004 4.56E-04 DIN
DIN_04_11_2013 0.004 4.56E-04 DIN
DIN_05_11_2013 0.004 4.56E-04 DIN
DIN_06_11_2013 0.004 4.56E-04 DIN
DIN_07_11_2013 8.456 4.56E-04 DIN
DIN_08_11_2013 6.540 4.56E-04 DIN
DIN_09_11_2013 0.004 4.56E-04 DIN
DIN_10_11_2013 0.004 4.56E-04 DIN
DIN_11_11_2013 0.004 4.56E-04 DIN
DIN_12_11_2013 0.004 4.56E-04 DIN
DIN_13_11_2013 3.906 4.56E-04 DIN
DIN_14_11_2013 0.004 4.56E-04 DIN
DIN_15_11_2013 8.740 4.56E-04 DIN
DIN_16_11_2013 3.157 4.56E-04 DIN
DIN_17_11_2013 7.326 4.56E-04 DIN
DIN_18_11_2013 12.015 4.56E-04 DIN
DIN_19_11_2013 12.987 4.56E-04 DIN
DIN_20_11_2013 27.179 4.56E-04 DIN
DIN_21_11_2013 25.278 4.56E-04 DIN
DIN_22_11_2013 16.357 4.56E-04 DIN
DIN_23_11_2013 18.865 4.56E-04 DIN
DIN_24_11_2013 31.117 4.56E-04 DIN
DIN_25_11_2013 17.616 4.56E-04 DIN
DIN_26_11_2013 26.177 4.56E-04 DIN
DIN_27_11_2013 18.288 4.56E-04 DIN
DIN_28_11_2013 21.747 4.56E-04 DIN
DIN_29_11_2013 14.740 4.56E-04 DIN
DIN_30_11_2013 12.190 4.56E-04 DIN
DIN_01_12_2013 6.796 4.56E-04 DIN
DIN_02_12_2013 17.814 4.56E-04 DIN
DIN_03_12_2013 11.303 4.56E-04 DIN
DIN_04_12_2013 16.139 4.56E-04 DIN
DIN_05_12_2013 1.655 4.56E-04 DIN
DIN_06_12_2013 4.111 4.56E-04 DIN
DIN_07_12_2013 4.753 4.56E-04 DIN
DIN_08_12_2013 7.525 4.56E-04 DIN
DIN_09_12_2013 13.041 4.56E-04 DIN
DIN_10_12_2013 10.073 4.56E-04 DIN
DIN_11_12_2013 6.962 4.56E-04 DIN
DIN_12_12_2013 3.761 4.56E-04 DIN
DIN_13_12_2013 0.004 4.56E-04 DIN
DIN_14_12_2013 0.004 4.56E-04 DIN
DIN_15_12_2013 6.352 4.56E-04 DIN
DIN_16_12_2013 10.414 4.56E-04 DIN
DIN_17_12_2013 0.004 4.56E-04 DIN
DIN_18_12_2013 0.004 4.56E-04 DIN
DIN_19_12_2013 0.004 4.56E-04 DIN
DIN_20_12_2013 0.226 4.56E-04 DIN
DIN_21_12_2013 0.004 4.56E-04 DIN
DIN_22_12_2013 0.004 4.56E-04 DIN
DIN_23_12_2013 0.004 4.56E-04 DIN
DIN_24_12_2013 10.871 4.56E-04 DIN
DIN_25_12_2013 5.212 4.56E-04 DIN
DIN_26_12_2013 6.568 4.56E-04 DIN
DIN_27_12_2013 10.991 4.56E-04 DIN
DIN_28_12_2013 7.759 4.56E-04 DIN
DIN_29_12_2013 6.167 4.56E-04 DIN
DIN_30_12_2013 0.004 4.56E-04 DIN
DIN_31_12_2013 6.752 4.56E-04 DIN
DIN_01_01_2014 3.090 4.56E-04 DIN
DIN_02_01_2014 0.004 4.56E-04 DIN
DIN_03_01_2014 3.739 4.56E-04 DIN
DIN_04_01_2014 0.436 4.56E-04 DIN
DIN_05_01_2014 0.004 4.56E-04 DIN
DIN_06_01_2014 0.365 4.56E-04 DIN
DIN_07_01_2014 0.004 4.56E-04 DIN
DIN_08_01_2014 0.004 4.56E-04 DIN
DIN_09_01_2014 4.232 4.56E-04 DIN
DIN_10_01_2014 0.004 4.56E-04 DIN
DIN_11_01_2014 132.316 4.56E-04 DIN
DIN_12_01_2014 191.450 4.56E-04 DIN
DIN_13_01_2014 179.345 4.56E-04 DIN
DIN_14_01_2014 130.470 4.56E-04 DIN
DIN_15_01_2014 93.247 4.56E-04 DIN
DIN_16_01_2014 58.513 4.56E-04 DIN
DIN_17_01_2014 55.827 4.56E-04 DIN
DIN_18_01_2014 55.702 4.56E-04 DIN
DIN_19_01_2014 42.654 4.56E-04 DIN
DIN_20_01_2014 21.084 4.56E-04 DIN
DIN_21_01_2014 23.300 4.56E-04 DIN
DIN_22_01_2014 13.631 4.56E-04 DIN
DIN_23_01_2014 22.672 4.56E-04 DIN
DIN_24_01_2014 12.311 4.56E-04 DIN
DIN_25_01_2014 5.795 4.56E-04 DIN
DIN_26_01_2014 6.411 4.56E-04 DIN
DIN_27_01_2014 10.304 4.56E-04 DIN
DIN_28_01_2014 9.024 4.56E-04 DIN
DIN_29_01_2014 7.534 4.56E-04 DIN
DIN_30_01_2014 17.338 4.56E-04 DIN
DIN_31_01_2014 922.986 4.56E-04 DIN
DIN_01_02_2014 796.510 4.56E-04 DIN
DIN_02_02_2014 579.555 4.56E-04 DIN
DIN_03_02_2014 379.482 4.56E-04 DIN
DIN_04_02_2014 235.457 4.56E-04 DIN
DIN_05_02_2014 149.203 4.56E-04 DIN
DIN_06_02_2014 94.008 4.56E-04 DIN
DIN_07_02_2014 60.330 4.56E-04 DIN
DIN_08_02_2014 35.943 4.56E-04 DIN
DIN_09_02_2014 40.236 4.56E-04 DIN
DIN_10_02_2014 358.491 4.56E-04 DIN
DIN_11_02_2014 307.730 4.56E-04 DIN
DIN_12_02_2014 208.423 4.56E-04 DIN
DIN_13_02_2014 131.317 4.56E-04 DIN
DIN_14_02_2014 73.789 4.56E-04 DIN
DIN_15_02_2014 45.866 4.56E-04 DIN
DIN_16_02_2014 36.110 4.56E-04 DIN
DIN_17_02_2014 21.160 4.56E-04 DIN
DIN_18_02_2014 15.120 4.56E-04 DIN
DIN_19_02_2014 25.213 4.56E-04 DIN
DIN_20_02_2014 404.182 4.56E-04 DIN
DIN_21_02_2014 546.759 4.56E-04 DIN
DIN_22_02_2014 395.820 4.56E-04 DIN
DIN_23_02_2014 256.705 4.56E-04 DIN
DIN_24_02_2014 159.580 4.56E-04 DIN
DIN_25_02_2014 91.570 4.56E-04 DIN
DIN_26_02_2014 70.868 4.56E-04 DIN
DIN_27_02_2014 47.848 4.56E-04 DIN
DIN_28_02_2014 26.707 4.56E-04 DIN
DIN_01_03_2014 20.037 4.56E-04 DIN
DIN_02_03_2014 11.921 4.56E-04 DIN
DIN_03_03_2014 11.688 4.56E-04 DIN
DIN_04_03_2014 12.574 4.56E-04 DIN
DIN_05_03_2014 8.048 4.56E-04 DIN
DIN_06_03_2014 8.742 4.56E-04 DIN
DIN_07_03_2014 0.004 4.56E-04 DIN
DIN_08_03_2014 7.954 4.56E-04 DIN
DIN_09_03_2014 0.893 4.56E-04 DIN
DIN_10_03_2014 11.208 4.56E-04 DIN
DIN_11_03_2014 9.060 4.56E-04 DIN
DIN_12_03_2014 20.891 4.56E-04 DIN
DIN_13_03_2014 18.525 4.56E-04 DIN
DIN_14_03_2014 4.430 4.56E-04 DIN
DIN_15_03_2014 7.400 4.56E-04 DIN
DIN_16_03_2014 3.126 4.56E-04 DIN
DIN_17_03_2014 2.921 4.56E-04 DIN
DIN_18_03_2014 5.261 4.56E-04 DIN
DIN_19_03_2014 0.004 4.56E-04 DIN
DIN_20_03_2014 0.004 4.56E-04 DIN
DIN_21_03_2014 8.790 4.56E-04 DIN
DIN_22_03_2014 14.518 4.56E-04 DIN
DIN_23_03_2014 14.105 4.56E-04 DIN
DIN_24_03_2014 12.930 4.56E-04 DIN
DIN_25_03_2014 25.308 4.56E-04 DIN
DIN_26_03_2014 52.613 4.56E-04 DIN
DIN_27_03_2014 860.103 4.56E-04 DIN
DIN_28_03_2014 1,264.250 4.56E-04 DIN
DIN_29_03_2014 1,278.095 4.56E-04 DIN
DIN_30_03_2014 730.229 4.56E-04 DIN
DIN_31_03_2014 384.511 4.56E-04 DIN
DIN_01_04_2014 209.866 4.56E-04 DIN
DIN_02_04_2014 114.635 4.56E-04 DIN
DIN_03_04_2014 69.752 4.56E-04 DIN
DIN_04_04_2014 43.256 4.56E-04 DIN
DIN_05_04_2014 25.858 4.56E-04 DIN
DIN_06_04_2014 19.587 4.56E-04 DIN
DIN_07_04_2014 17.457 4.56E-04 DIN
DIN_08_04_2014 4.178 4.56E-04 DIN
DIN_09_04_2014 10.069 4.56E-04 DIN
DIN_10_04_2014 5.194 4.56E-04 DIN
DIN_11_04_2014 6.375 4.56E-04 DIN
DIN_12_04_2014 7.006 4.56E-04 DIN
DIN_13_04_2014 35.363 4.56E-04 DIN
DIN_14_04_2014 1,502.502 4.56E-04 DIN
DIN_15_04_2014 1,446.357 4.56E-04 DIN
DIN_16_04_2014 913.681 4.56E-04 DIN
DIN_17_04_2014 550.082 4.56E-04 DIN
DIN_18_04_2014 331.145 4.56E-04 DIN
DIN_19_04_2014 197.906 4.56E-04 DIN
DIN_20_04_2014 133.857 4.56E-04 DIN
DIN_21_04_2014 83.844 4.56E-04 DIN
DIN_22_04_2014 63.179 4.56E-04 DIN
DIN_23_04_2014 38.749 4.56E-04 DIN
DIN_24_04_2014 31.252 4.56E-04 DIN
DIN_25_04_2014 34.671 4.56E-04 DIN
DIN_26_04_2014 39.389 4.56E-04 DIN
DIN_27_04_2014 25.605 4.56E-04 DIN
DIN_28_04_2014 38.362 4.56E-04 DIN
DIN_29_04_2014 23.433 4.56E-04 DIN
DIN_30_04_2014 26.158 4.56E-04 DIN
DIN_01_05_2014 24.938 4.56E-04 DIN
DIN_02_05_2014 12.725 4.56E-04 DIN
DIN_03_05_2014 5.636 4.56E-04 DIN
DIN_04_05_2014 5.174 4.56E-04 DIN
DIN_05_05_2014 10.168 4.56E-04 DIN
DIN_06_05_2014 11.653 4.56E-04 DIN
DIN_07_05_2014 9.148 4.56E-04 DIN
DIN_08_05_2014 12.634 4.56E-04 DIN
DIN_09_05_2014 0.004 4.56E-04 DIN
DIN_10_05_2014 6.628 4.56E-04 DIN
DIN_11_05_2014 10.461 4.56E-04 DIN
DIN_12_05_2014 0.004 4.56E-04 DIN
DIN_13_05_2014 13.521 4.56E-04 DIN
DIN_14_05_2014 0.004 4.56E-04 DIN
DIN_15_05_2014 6.900 4.56E-04 DIN
DIN_16_05_2014 17.032 4.56E-04 DIN
DIN_17_05_2014 19.733 4.56E-04 DIN
DIN_18_05_2014 25.468 4.56E-04 DIN
DIN_19_05_2014 25.667 4.56E-04 DIN
DIN_20_05_2014 38.827 4.56E-04 DIN
DIN_21_05_2014 29.720 4.56E-04 DIN
DIN_22_05_2014 20.483 4.56E-04 DIN
DIN_23_05_2014 19.813 4.56E-04 DIN
DIN_24_05_2014 38.315 4.56E-04 DIN
DIN_25_05_2014 15.459 4.56E-04 DIN
DIN_26_05_2014 18.715 4.56E-04 DIN
DIN_27_05_2014 11.341 4.56E-04 DIN
DIN_28_05_2014 14.449 4.56E-04 DIN
DIN_29_05_2014 15.111 4.56E-04 DIN
DIN_30_05_2014 5.125 4.56E-04 DIN
DIN_31_05_2014 14.085 4.56E-04 DIN
DIN_01_06_2014 10.362 4.56E-04 DIN
DIN_02_06_2014 14.876 4.56E-04 DIN
DIN_03_06_2014 11.282 4.56E-04 DIN
DIN_04_06_2014 0.004 4.56E-04 DIN
DIN_05_06_2014 10.015 4.56E-04 DIN
DIN_06_06_2014 7.749 4.56E-04 DIN
DIN_07_06_2014 0.004 4.56E-04 DIN
DIN_08_06_2014 0.004 4.56E-04 DIN
DIN_09_06_2014 16.158 4.56E-04 DIN
DIN_10_06_2014 10.258 4.56E-04 DIN
DIN_11_06_2014 12.148 4.56E-04 DIN
DIN_12_06_2014 9.558 4.56E-04 DIN
DIN_13_06_2014 19.516 4.56E-04 DIN
DIN_14_06_2014 7.007 4.56E-04 DIN
DIN_15_06_2014 0.004 4.56E-04 DIN
DIN_16_06_2014 11.271 4.56E-04 DIN
DIN_17_06_2014 12.701 4.56E-04 DIN
DIN_18_06_2014 0.004 4.56E-04 DIN
DIN_19_06_2014 4.792 4.56E-04 DIN
DIN_20_06_2014 3.514 4.56E-04 DIN
DIN_21_06_2014 0.493 4.56E-04 DIN
DIN_22_06_2014 0.216 4.56E-04 DIN
DIN_23_06_2014 5.319 4.56E-04 DIN
DIN_24_06_2014 0.004 4.56E-04 DIN
DIN_25_06_2014 2.212 4.56E-04 DIN
DIN_26_06_2014 4.449 4.56E-04 DIN
DIN_27_06_2014 7.707 4.56E-04 DIN
DIN_28_06_2014 0.004 4.56E-04 DIN
DIN_29_06_2014 0.858 4.56E-04 DIN
DIN_30_06_2014 0.004 4.56E-04 DIN
DIN_01_07_2014 2.154 4.56E-04 DIN
DIN_02_07_2014 3.417 4.56E-04 DIN
DIN_03_07_2014 6.979 4.56E-04 DIN
DIN_04_07_2014 0.004 4.56E-04 DIN
DIN_05_07_2014 5.449 4.56E-04 DIN
DIN_06_07_2014 0.004 4.56E-04 DIN
DIN_07_07_2014 0.208 4.56E-04 DIN
DIN_08_07_2014 4.534 4.56E-04 DIN
DIN_09_07_2014 6.764 4.56E-04 DIN
DIN_10_07_2014 0.004 4.56E-04 DIN
DIN_11_07_2014 0.004 4.56E-04 DIN
DIN_12_07_2014 3.938 4.56E-04 DIN
DIN_13_07_2014 2.905 4.56E-04 DIN
DIN_14_07_2014 0.004 4.56E-04 DIN
DIN_15_07_2014 11.171 4.56E-04 DIN
DIN_16_07_2014 1.240 4.56E-04 DIN
DIN_17_07_2014 9.139 4.56E-04 DIN
DIN_18_07_2014 0.004 4.56E-04 DIN
DIN_19_07_2014 0.004 4.56E-04 DIN
DIN_20_07_2014 0.004 4.56E-04 DIN
DIN_21_07_2014 2.697 4.56E-04 DIN
DIN_22_07_2014 4.125 4.56E-04 DIN
DIN_23_07_2014 4.249 4.56E-04 DIN
DIN_24_07_2014 0.627 4.56E-04 DIN
DIN_25_07_2014 0.004 4.56E-04 DIN
DIN_26_07_2014 0.004 4.56E-04 DIN
DIN_27_07_2014 0.735 4.56E-04 DIN
DIN_28_07_2014 0.004 4.56E-04 DIN
DIN_29_07_2014 0.004 4.56E-04 DIN
DIN_30_07_2014 9.366 4.56E-04 DIN
DIN_31_07_2014 10.061 4.56E-04 DIN
DIN_01_08_2014 0.004 4.56E-04 DIN
DIN_02_08_2014 0.004 4.56E-04 DIN
DIN_03_08_2014 5.087 4.56E-04 DIN
DIN_04_08_2014 0.004 4.56E-04 DIN
DIN_05_08_2014 5.102 4.56E-04 DIN
DIN_06_08_2014 0.004 4.56E-04 DIN
DIN_07_08_2014 0.004 4.56E-04 DIN
DIN_08_08_2014 0.004 4.56E-04 DIN
DIN_09_08_2014 1.654 4.56E-04 DIN
DIN_10_08_2014 0.004 4.56E-04 DIN
DIN_11_08_2014 0.004 4.56E-04 DIN
DIN_12_08_2014 0.004 4.56E-04 DIN
DIN_13_08_2014 0.334 4.56E-04 DIN
DIN_14_08_2014 9.273 4.56E-04 DIN
DIN_15_08_2014 4.230 4.56E-04 DIN
DIN_16_08_2014 26.100 4.56E-04 DIN
DIN_17_08_2014 47.118 4.56E-04 DIN
DIN_18_08_2014 42.083 4.56E-04 DIN
DIN_19_08_2014 50.355 4.56E-04 DIN
DIN_20_08_2014 34.652 4.56E-04 DIN
DIN_21_08_2014 49.120 4.56E-04 DIN
DIN_22_08_2014 31.328 4.56E-04 DIN
DIN_23_08_2014 25.670 4.56E-04 DIN
DIN_24_08_2014 24.486 4.56E-04 DIN
DIN_25_08_2014 27.593 4.56E-04 DIN
DIN_26_08_2014 21.539 4.56E-04 DIN
DIN_27_08_2014 10.840 4.56E-04 DIN
DIN_28_08_2014 5.036 4.56E-04 DIN
DIN_29_08_2014 12.530 4.56E-04 DIN
DIN_30_08_2014 4.273 4.56E-04 DIN
DIN_31_08_2014 5.400 4.56E-04 DIN
DIN_01_09_2014 7.938 4.56E-04 DIN
DIN_02_09_2014 4.741 4.56E-04 DIN
DIN_03_09_2014 8.788 4.56E-04 DIN
DIN_04_09_2014 7.881 4.56E-04 DIN
DIN_05_09_2014 7.046 4.56E-04 DIN
DIN_06_09_2014 1.912 4.56E-04 DIN
DIN_07_09_2014 0.004 4.56E-04 DIN
DIN_08_09_2014 0.004 4.56E-04 DIN
DIN_09_09_2014 10.499 4.56E-04 DIN
DIN_10_09_2014 8.055 4.56E-04 DIN
DIN_11_09_2014 1.400 4.56E-04 DIN
DIN_12_09_2014 10.786 4.56E-04 DIN
DIN_13_09_2014 16.635 4.56E-04 DIN
DIN_14_09_2014 14.143 4.56E-04 DIN
DIN_15_09_2014 11.210 4.56E-04 DIN
DIN_16_09_2014 0.004 4.56E-04 DIN
DIN_17_09_2014 2.834 4.56E-04 DIN
DIN_18_09_2014 4.806 4.56E-04 DIN
DIN_19_09_2014 2.593 4.56E-04 DIN
DIN_20_09_2014 0.004 4.56E-04 DIN
DIN_21_09_2014 0.004 4.56E-04 DIN
DIN_22_09_2014 8.621 4.56E-04 DIN
DIN_23_09_2014 20.294 4.56E-04 DIN
DIN_24_09_2014 34.577 4.56E-04 DIN
DIN_25_09_2014 44.452 4.56E-04 DIN
DIN_26_09_2014 46.495 4.56E-04 DIN
DIN_27_09_2014 38.572 4.56E-04 DIN
DIN_28_09_2014 35.842 4.56E-04 DIN
DIN_29_09_2014 36.059 4.56E-04 DIN
DIN_30_09_2014 16.970 4.56E-04 DIN
DIN_01_10_2014 30.877 4.56E-04 DIN
DIN_02_10_2014 17.872 4.56E-04 DIN
DIN_03_10_2014 31.523 4.56E-04 DIN
DIN_04_10_2014 8.595 4.56E-04 DIN
DIN_05_10_2014 16.881 4.56E-04 DIN
DIN_06_10_2014 8.711 4.56E-04 DIN
DIN_07_10_2014 10.006 4.56E-04 DIN
DIN_08_10_2014 7.111 4.56E-04 DIN
DIN_09_10_2014 6.436 4.56E-04 DIN
DIN_10_10_2014 5.593 4.56E-04 DIN
DIN_11_10_2014 5.068 4.56E-04 DIN
DIN_12_10_2014 12.613 4.56E-04 DIN
DIN_13_10_2014 11.513 4.56E-04 DIN
DIN_14_10_2014 0.004 4.56E-04 DIN
DIN_15_10_2014 8.268 4.56E-04 DIN
DIN_16_10_2014 0.004 4.56E-04 DIN
DIN_17_10_2014 9.526 4.56E-04 DIN
DIN_18_10_2014 11.428 4.56E-04 DIN
DIN_19_10_2014 5.784 4.56E-04 DIN
DIN_20_10_2014 2.238 4.56E-04 DIN
DIN_21_10_2014 5.943 4.56E-04 DIN
DIN_22_10_2014 8.297 4.56E-04 DIN
DIN_23_10_2014 0.004 4.56E-04 DIN
DIN_24_10_2014 5.096 4.56E-04 DIN
DIN_25_10_2014 0.041 4.56E-04 DIN
DIN_26_10_2014 0.004 4.56E-04 DIN
DIN_27_10_2014 0.004 4.56E-04 DIN
DIN_28_10_2014 3.304 4.56E-04 DIN
DIN_29_10_2014 0.004 4.56E-04 DIN
DIN_30_10_2014 2.116 4.56E-04 DIN
DIN_31_10_2014 0.004 4.56E-04 DIN
DIN_01_11_2014 5.425 4.56E-04 DIN
DIN_02_11_2014 0.004 4.56E-04 DIN
DIN_03_11_2014 0.410 4.56E-04 DIN
DIN_04_11_2014 0.187 4.56E-04 DIN
DIN_05_11_2014 11.563 4.56E-04 DIN
DIN_06_11_2014 0.004 4.56E-04 DIN
DIN_07_11_2014 0.004 4.56E-04 DIN
DIN_08_11_2014 0.004 4.56E-04 DIN
DIN_09_11_2014 1.678 4.56E-04 DIN
DIN_10_11_2014 2.737 4.56E-04 DIN
DIN_11_11_2014 0.004 4.56E-04 DIN
DIN_12_11_2014 5.593 4.56E-04 DIN
DIN_13_11_2014 0.004 4.56E-04 DIN
DIN_14_11_2014 0.004 4.56E-04 DIN
DIN_15_11_2014 1.423 4.56E-04 DIN
DIN_16_11_2014 0.004 4.56E-04 DIN
DIN_17_11_2014 0.004 4.56E-04 DIN
DIN_18_11_2014 0.004 4.56E-04 DIN
DIN_19_11_2014 2.388 4.56E-04 DIN
DIN_20_11_2014 1.779 4.56E-04 DIN
DIN_21_11_2014 1.236 4.56E-04 DIN
DIN_22_11_2014 0.004 4.56E-04 DIN
DIN_23_11_2014 7.961 4.56E-04 DIN
DIN_24_11_2014 0.004 4.56E-04 DIN
